pathway,SIM01_V1,SIM01_V2,SIM01_V3,SIM02_V1,SIM02_V2,SIM02_V3,SIM03_V2,SIM03_V3,SIM04_V1,SIM04_V2,SIM04_V3,SIM05_V1,SIM05_V2,SIM05_V3,SIM06_V1,SIM06_V2,SIM06_V3,SIM07_V1,SIM07_V2,SIM07_V3,SIM08_V1,SIM08_V2,SIM08_V3,SIM09_V1,SIM09_V2,SIM09_V3,SIM10_V1,SIM10_V2,SIM10_V3
EC:2.76.71.182,7248.923,3177.901,1319.306,5000.996,6410.246,1025.051,4172.488,1710.239,2765.087,5727.182,4394.282,592.793,3155.794,6098.554,112.408,1912.024,5175.127,3537.177,2416.266,4384.467,3440.408,4181.602,5142.324,4980.728,1317.709,5991.638,3584.653,5834.237,3459.194
EC:3.92.61.726,1427.618,4187.172,4023.789,887.167,3319.703,3613.418,3956.905,3489.464,4663.664,3997.911,1466.252,5076.119,3303.834,1208.37,3365.762,3650.482,1915.82,3586.967,2385.974,1381.726,2244.821,3900.16,4436.932,809.846,2035.316,0,4644.615,1524.031,6750.307
EC:3.73.57.696,2242.977,2933.123,4139.625,0,1810.58,1629.291,5831.72,2845.873,4047.15,4201.707,7860.507,5226.126,4680.415,1910.407,5375.977,3085.225,4561.54,1687.765,443.197,3306.983,2280.137,1484.078,2828.866,1717.261,7730.037,1985.009,5292.629,6921.989,4245.452
EC:2.97.71.5,504.663,1724.284,6020.869,841.376,3751.466,2708.627,4621.896,3057.022,1148.819,971.387,3891.136,2544.29,5458.623,0,7638.839,3913.337,3032.907,5344.165,2076.339,7034.62,4149.752,2264.742,2135.228,961.964,1014.632,2634.607,2685.945,3031.26,1279.668
EC:2.42.17.363,3205.566,6994.738,6104.977,4496.653,2726.553,5928.557,4279.427,4502.701,4689.155,4888.959,0,944.947,4621.237,1658.034,3487.98,3823.438,3087.614,0,1605.212,0,3986.221,5034.976,4614.728,3997.03,3119.848,2783.521,3468.076,763.201,2517.739
EC:3.86.73.127,4290.152,2645.254,1387.349,5484.799,4207.723,3491.893,1531.603,4117.585,2972.251,0,0,0,762.015,2336.944,0,0,0,4714.657,3585.694,2891.85,2427.911,1655.699,0,788.298,2855.313,5950.358,8999.857,4484.662,3030.066
EC:4.10.81.847,5953.939,2149.428,7015.593,3295.813,5278.255,3165.033,2104.56,1197.765,0,2446.644,2337.613,5754.734,1539.575,238.832,3235.427,2950.896,6976.98,3905.322,1466.91,9.582,1999.693,5531.8,4097.768,4278.155,365.504,4471.898,2505.045,2723.985,3648.437
EC:3.37.26.844,4269.75,3671.163,3063.536,3128.648,4262.299,6742.107,2455.066,3325.708,2421.139,2276.908,6581.221,1790.301,1846.114,3447.932,0,0,652.663,3095.126,1049.97,5694.174,101.986,5631.381,1799.818,1100.932,3556.431,5545.859,0,4774.436,1131.136
EC:6.81.81.756,4188.641,3678.401,2822.633,5078.019,2365.737,2000.722,3492.352,5911.391,1992.287,4372.943,5952.517,435.541,0,3644.616,2013.147,1028.446,3853.662,3629.084,5850.965,0,5950.631,5605.006,3809.469,993.254,6556.093,3702.899,3457.784,5150.924,1391.958
EC:5.51.34.501,3063.629,5896.021,1991.674,3282.928,3584.661,1168.239,6488.693,612.069,2189.531,4825.041,2454.183,3022.02,2950.163,0,1328.538,0,1859.872,6543.151,2387.535,6064.623,5760.711,2202.084,3616.394,2209.106,3808.415,5462.549,0,1665.04,1083.482
EC:1.74.11.699,721.361,3722.791,647.981,0,3469.439,3827.226,825.715,3848.649,1734.214,3508.955,4350.996,4819.997,1266.344,1306.898,1890.544,3265.929,6851.333,1303.725,2273.051,1326.098,2339.239,4723.806,489.153,7028.213,3934.192,1713.615,3571.984,4804.259,1550.193
EC:3.72.27.665,6523.706,4915.042,0,4286.221,4221.715,2569.193,0,1861.286,5551.784,0,958.566,1363.583,0,3022.149,3441.232,5639.029,2724.166,4797.31,1893.828,2297.526,410.564,3881.521,3696.04,4569.529,4602.087,1769.77,3046.473,3381.272,3573.79
EC:1.64.47.504,0,4681.183,898.08,3514.681,2044.151,0,3443.428,2897.109,5258.769,5349.827,5418.214,4113.982,441.123,1618.641,5688.878,2649.051,5887.631,0,0,2670.41,6068.064,2740.524,5696.167,1303.968,1199.454,6486.081,497.102,4013.45,484.661
EC:6.53.99.166,3516.777,4371.862,4190.706,7022.535,3061.453,3223.077,3139.131,3901.74,4405.68,1431.341,5358.499,1151.858,277.317,4572.222,1328.469,955.487,4575.12,3214.53,476.098,2794.853,2748.905,1297.487,5078.379,1419.952,3211.745,885.699,4499.068,4082.107,5259.694
EC:3.61.84.529,4008.498,2250.36,3013.975,4579.217,2303.228,773.988,3791.627,1889.676,3176.475,0,4686.564,4020.517,5070.321,3715.297,508.133,3228.247,1758.214,5670.905,3151.499,2223.949,4160.109,101.136,5568.412,3370.355,4680.458,4019.997,7020.849,1458.758,3394.51
EC:4.63.29.182,364.412,5993.47,0,9191.883,3918.257,3249.536,3783.788,4995.295,3522.211,2022.447,1390.47,3898.332,0,0,2915.597,485.665,312.918,4375.248,0,9.593,1685.538,3123.319,7611.387,2436.971,1707.288,3071.968,425.327,3971.136,2481.181
EC:5.24.5.745,2746.174,2714.531,4261.128,587.251,4958.118,4116.327,2375.532,4944.144,2065.032,3322.718,3265.9,4611.587,3200.4,2850.435,3497.004,7514.53,1166.654,0,1506.189,368.287,835.199,2523.73,3866.339,1208.696,1622.233,1585.597,1937.759,3892.569,4957.09
EC:1.8.4.944,1707.062,8499.671,5588.451,2749.788,4168,2842.43,4868.197,1335.741,6589.551,3402.366,4219.736,5594.366,2064.948,2063.836,5199.13,4010.02,0,1861.355,623.436,3079.204,3711.895,0,3746.25,1985.606,2490.573,0,2867.021,5254.54,0
EC:4.6.98.588,2827.713,5147.175,3113.99,5044.637,7159.495,2952.423,2341.515,3844.556,3895.134,5389.365,7007.647,191.013,3619.173,4017.841,0,4838.494,2366.876,5702.973,4887.915,4426.936,4263.485,4117.196,2948.842,4544.078,4257.567,823.012,0,2344.355,1995.501
EC:3.34.39.693,0,1350.61,1028.592,2526.327,5021.07,3173.815,6025.952,1818.964,2391.182,2361.825,2430.464,4810.566,6356.058,1235.656,2331.438,823.442,2971.388,4382.418,4575.9,1943.694,1614.152,2761.218,4588.559,3310.344,5681.331,2181.393,4011.613,3852.265,2389.322
EC:6.53.7.756,3925.636,3235.87,4391.198,3974.455,2692.414,4044.21,4130.664,3521.133,2329.287,1711.18,3138.786,2465.736,4049.667,6106.489,1707.495,4194.213,218.956,3080.01,5002.722,0,6030.832,2701.396,0,4818.116,2844.759,5703.958,4768.379,1407.734,5798.84
EC:2.98.21.866,2088.359,3640.292,7123.95,6006.878,2151.427,2702.041,1206.016,3406.588,3732.567,2565.464,4055.079,4212.431,2046.68,4516.858,2487.322,3849.768,0,2065.556,3673.887,303.307,2168.016,5173.343,3319.912,5676.878,945.182,4852.498,3929.364,6574.479,1142.695
EC:4.86.97.528,4931.098,3104.828,2575.576,5636.465,0,4218.882,5423.415,2763.944,8428.664,993.934,0,102.577,3027.944,1455.152,2069.674,3117.07,2225.83,2050.844,1903.748,2804.503,2989.382,2101.369,1371.64,503.333,1057.201,1898.021,3609.191,4780.184,1349.812
EC:2.71.95.106,1305.194,6193.79,195.852,3264.23,4639.27,1768.562,1591.967,0,0,5611.84,2900.494,3186.004,4098.848,2461.038,1790.988,2344.62,3980.461,34.067,4047.278,1267.581,5088.883,3713.054,6766.25,7843.42,140.168,2905.622,2753.502,0,5487.964
EC:2.18.22.165,3725.464,1078.49,1981.145,1169.415,6432.282,2856.907,2727.712,3925.974,302.823,3870.822,4786.894,2068.369,3978.963,1516.18,3677.976,2123.974,4404.847,1437.231,3417.375,3536.61,2433.922,3121.795,3237.77,4607.968,569.661,0,3806.348,1106.315,6391.094
EC:1.70.88.889,4270.767,2900.615,2050.305,894.653,1401.161,3682.921,1999.198,2683.648,3757.592,5634.11,7031.147,5060.193,3103.185,5197.921,928.077,1193.879,5387.1,1397.888,5635.39,0,7004.966,2666.393,1423.928,42.395,0,3107.19,3509.671,4768.292,4094.852
EC:6.60.51.621,2765.02,3999.315,3279.113,2753.617,4299.838,5961.227,1558.533,3526.806,5221.677,1268.058,4130.532,1917.293,609.297,152.127,2554.816,4703.047,6387.729,2252.147,1081.488,3039.585,4076.953,4901.845,0,1979.386,2667.775,5057.255,5396.489,5240.135,4616.165
EC:4.47.23.956,255.438,5912.46,1852.025,8497.06,1330.003,3927.951,6568.895,0,1432.356,1952.421,2490.091,1701.076,872.942,0,4688.094,911.769,1415.93,2807.774,3099.462,2680.838,1609.631,2869.143,3421.742,3924.001,287.708,2635.143,4531.918,1674.758,4994.978
EC:5.44.44.568,1997.557,2059.196,1858.004,2151.947,2364.136,7205.632,1718.548,1470.224,1371.152,5910.928,1496.558,3261.411,3735.268,4753.773,6996.042,1192.6,2097.957,2987.732,3355.922,457.824,3080.778,0,1569.721,4024.874,536.923,1433.283,4860.779,3314.852,2079.552
EC:4.22.61.701,3025.611,724.234,3431.295,4892.094,3930.914,1901.905,3503.671,354.065,3104.085,5485.473,3155.859,4260.488,2250.224,894.219,1027.64,6838.518,3036.169,3301.671,4791.054,2878.783,5130.368,2876.537,0,3070.538,2320.606,0,3915.935,3988.116,5468.626
EC:3.52.24.78,2779.332,8462.105,3563.884,5281.153,3361.987,7064.402,1081.713,1408.22,5075.025,0,2749.349,8993.989,4771.59,3435.059,3984.454,3773.335,2512.685,4370.401,0,6097.39,5027.316,855.44,1928.147,1037.719,3483.262,5154.823,3840.551,2895.517,5258.014
EC:4.95.88.468,2959.721,0,4599.156,2007.283,2005.361,2422.719,3472.012,3906.885,1223.603,0,3804.128,1752.365,2411.774,1788.916,4821.546,812.864,3724.196,1409.139,1853.475,3720.965,639.646,218.482,3760.673,4328.502,3711.363,3853.148,1173.074,3083.432,4585.947
EC:3.51.47.567,3561.792,1922.21,3797.649,4322.306,0.493,3451.15,4052.362,0,2313.189,4023.762,3206.737,697.227,2019.885,7868.288,6902.149,4712.036,2775.611,2948.13,5155.904,0,1688.023,2995.445,3525.643,2634.418,3285.98,8083.484,0,2128.735,1633.447
EC:3.97.20.247,865.514,4027.424,4632.413,494.308,6745.424,4514.299,0,3109.451,3826.631,2093.417,1644.141,4102.121,5511.853,4213.403,2003.2,3790.415,0,0,1238.24,3402.344,0,5109.829,2725.418,2889.491,4447.362,2288.707,2041.378,3300.481,1194.644
EC:5.81.19.524,0,3559.211,1168.845,3963.607,4416.54,341.108,2774.16,2367.619,4939.311,1790.797,1202.976,2117.535,2199.624,0,3280.163,1179.55,840.4,3824.264,0,65.862,2912.849,5610.446,2117.044,4690.139,183.455,2877.913,3991.08,3566.606,2966.027
EC:4.22.50.829,2152.637,3469.497,2082.891,6151.139,492.736,3902.902,4918.671,4227.163,1946.002,7550.093,1417.728,1717.907,2430.959,5673.312,1313.531,4889.382,4988.135,5090.733,3513.468,4176.203,0,7741.064,3218.586,1379.391,3017.191,3609.309,2914.636,3634.148,4355.521
EC:4.53.58.374,2590.671,6841.323,2788.254,4285.856,5657.942,3637.693,1512.82,2925.298,5207.807,1370.137,5675.224,4833.044,2754.857,0,4592.716,5265.436,5954.907,7875.737,3505.944,4519.688,4132.485,5563.337,0,4122.206,3699.925,2915.429,3079.622,1638.178,370.58
EC:2.11.55.966,1837.62,1081.197,1678.165,3172.752,2741.23,5484.059,1663.677,2529.849,4595.382,2076.133,4870.549,3065.852,523.527,2563.518,6129.543,3470.811,436.413,8738.6,3564.489,1893.154,2357.913,3275.211,0,5486.852,6730.323,1634.577,2103.128,3609.62,2817.922
EC:5.5.84.829,2939.615,764.992,1854.436,2242.933,585.575,4608.328,1630.425,3783.065,2740.122,3376.446,6445.397,1670.343,3109.649,2428.302,4587.191,0,5405.521,6556.3,4923.568,5458.245,1951.139,2717.483,713.419,4858.77,4522.545,1132.91,3654.789,965.982,3849.615
EC:6.29.75.356,1364.406,32.32,2213.543,1424.143,4716.428,4214.586,4021.106,616.61,6156.81,1263.485,6549.246,7136.54,2994.876,2825.966,119.178,2462.162,3190.652,0,734.267,0,2220.458,2908.388,2834.645,4430.241,5975.089,5615.525,2100.156,6041.704,382.031
EC:4.42.26.403,4291.989,5347.942,2455.185,3154.954,4379.398,3178.858,3737.976,4600.542,3482.245,5288.394,0,1021.876,0,4414.416,0,3040.42,4511.102,5198.391,4961.39,6240.81,3161.551,2050.165,4433.244,4033.989,777.671,3699.267,3680.409,4954.117,2907.986
EC:3.1.83.809,3687.398,4130.788,3383.552,4168.732,3691.89,4467.535,1402.543,6203.391,3117.015,3264.653,1890.377,2940.294,5015.537,2628.745,4037.815,2399.735,4208.879,3210.835,4204.708,0,1162.597,5577.305,1884.293,3825.234,2033.231,2617.199,7297.091,5298.694,5144.28
EC:1.75.15.584,3603.897,3542.204,2137.55,5098.39,2742.914,247.442,0,3502.753,3223.33,6021.563,980.216,6581.534,0,3643.196,3611.303,4143.772,2553.758,2138.858,0,0,2888.708,1889.774,4774.013,3507.101,1962.081,0,2833.451,2615.868,7646.966
EC:6.97.67.305,3322.312,1505.615,0,2518.299,3356.815,4720.123,6252.787,2614.333,3708.064,703.71,4416.841,1039.52,2911.513,2573.86,3632.888,3017.339,3073.462,4863.649,3321.551,1877.621,3515.798,4441.06,3048.97,6618.15,3446.695,2597.547,807.268,4333.661,0
EC:2.82.67.969,3623.367,4233.075,4874.334,2046.088,3728.454,0,2417.189,5739.877,1436.131,3468.066,5154.66,870.639,1538.544,3049.864,3475.546,872.262,6476.076,3253.601,1575.268,2725.867,1661.958,203.835,5276.016,6919.36,1915.019,2362.517,5229,2877.542,2533.856
EC:5.3.79.452,612.354,1916.416,5043.935,3376.448,1620.788,5931.822,6163.242,2896.81,2739.94,3850.711,2597.398,3775.788,5278.868,4255.816,5753.98,1513.612,5344.038,4857.356,265.342,0,434.866,787.797,3319.037,3152.708,6480.892,4597.822,3539.247,1710.107,4079.407
EC:2.40.59.477,2768.513,6047.377,0,2221.597,1203.505,702.861,3458.117,4525.94,5045.755,948.512,527.173,2749.488,3722.061,4368.755,633.117,2981.704,2058.415,0,3842.936,2916.637,1319.516,3789.268,0,3115.04,860.649,1074.021,2911.942,6658.763,3130.459
EC:6.76.61.522,4969.571,3428.522,1698.285,3168.93,6226.433,1585.222,5494.248,4028.174,2549.88,3424.883,1597.855,473.334,1977.323,4678.033,0,2840.06,2173.577,2731.393,3738.386,1708.935,1148.532,2477.485,3342.204,4454.131,5215.696,0,1137.713,5676.813,1302.684
EC:2.59.72.963,1927.811,4427.116,3799.907,2499.82,188.252,3084.315,1964.233,6223.98,2545.286,7574.697,3812.754,3178.533,0,2660.404,2660.467,612.396,3059.385,528.25,1330.066,29.639,3127.752,2979.779,4434.507,3134.683,6199.881,4814.895,1846.796,5493.2,4357.304
EC:3.63.61.678,0,6201.858,3264.231,1722.516,5055.051,3316.655,2203.227,3080.242,2494.668,3444.509,3819.553,2259.525,1586.671,1869.841,3659.716,3457.622,5149.377,2656.883,3592.26,5978.54,826.123,3498.557,10.768,5002.237,4410.477,2792.451,3578.168,3203.752,3566.558
EC:4.2.62.648,1642.411,3854.427,5378.645,0,4101.488,3477.98,4636.303,6820.632,1823.395,3657.213,6567.349,973.183,1152.563,0,2136.534,1858.3,5464.734,2462.623,0,7113.793,3508.453,2477.662,1371.321,6030.523,4300.313,0,2403.582,2637.658,647.283
EC:2.20.4.844,0,2721.719,1817.228,6075.48,2639.965,2677.845,2796.879,2276.818,2187.797,492.349,468.473,3624.173,5460.326,2796.373,2311.241,3196.959,2073.341,1026.979,4370.389,333.31,2776.549,770.761,0,5305.031,3003.491,1971.869,5485.852,460.002,1791.697
EC:6.93.6.466,2309.987,560.672,5075.164,679.142,312.596,0,0,3428.775,440.161,4570.564,2339.008,3039.007,2515.965,4254.019,2457.766,417.861,3667.002,4092.569,5527.451,4240.777,2760.409,0,4609.439,4127.584,4338.117,4393.443,906.774,3643.362,5302.967
EC:4.29.34.960,2277.861,2708.195,4125.358,2362.259,5713.886,1186.939,1258.374,442.786,738.196,7337.067,4754.742,2059.87,785.084,0,3167.798,3045.519,1949.286,3192.852,2699.608,0,0,3437.432,5535.527,5217.06,3782.013,2764.995,1521.034,2892.381,2977.948
EC:6.52.44.428,1913.241,1575.146,2595.668,6990.02,4285.179,3604.064,2105.369,850.957,3926.265,5706.93,5353.553,1763.311,2982.953,2090.46,2801.74,4401.02,1859.173,3390.947,0,1795.088,0,6790.278,2343.041,2009.903,3712.738,2379.564,1599.984,2230.738,5294.589
EC:3.48.2.265,0,5969.109,3529.312,2774.014,4702.244,729.022,3381.763,5030.658,2274.323,1230.66,0,1337.556,1913.19,973.555,5923.806,3768.838,3173.491,3195.096,82.889,6728.805,1888.594,0,4878.841,4930.988,2254.602,2184.286,3457.768,3435.177,1926.446
EC:4.8.4.319,3204.867,0,3903.222,3645.222,3472.534,1203.329,138.252,569.754,2130.124,3470.107,3426.844,3899.986,2026.264,757.898,5130.566,2778.537,3437.003,4806.506,3730.275,3802.705,0,2957.943,2787.457,4093.811,4634.736,1304.73,3052.095,3293.721,152.839
EC:4.27.21.545,4935.309,4087.58,0,5049.974,2023.573,2745.597,1942.449,2448.557,834.809,3116.749,2649.367,4158.645,2511.697,1040.638,4874.422,1499.495,3239.19,2195.869,0,3151.459,7686.07,5242.484,8300.002,340.479,4154.965,3320.316,6547.814,4459.403,4521.584
EC:2.21.46.538,6637.202,0,2381.558,2880.191,6062.137,5620.332,4184.439,5224.955,2884.197,3768.53,2199.29,1304.557,5417.841,3975.945,2317.566,4807.245,1876.731,913.594,3521.776,3627.842,5173.836,6290.545,978.027,4534.293,4206.187,2691.025,4247.287,4770.366,2229.466
EC:3.21.52.42,4299.909,2707.206,7238.641,953.012,2587.382,7678.504,2725.805,4323.898,3940.193,642.137,4360.058,3260.037,3941.762,3391.768,1818.487,4403.812,2448.689,3832.076,3581.137,3067.657,0,2940.186,1874.273,1215.713,4986.547,3001.433,0,5685.528,2723.612
EC:5.9.80.763,1475.481,6133.78,895.828,4072.564,5105.06,2510.011,2338.656,3766.353,386.678,3881.168,1406.404,2298.824,5269.073,0,1397.748,0,4258.387,3496.197,3173.748,480.579,1701.829,3061.828,2768.495,1942.619,1602.394,6452.697,3637.974,2107.498,0
EC:6.17.26.176,3760.843,3540.151,2851.645,4358.522,2473.594,7217.002,4261.608,3936.88,2556.224,2469.186,4035.676,1161.662,636.403,1222.558,2272.716,4338.323,2644.21,2034.788,0,3815.395,4628.539,1005.318,1708.692,4273.45,372.165,2048.061,3084.685,4276.775,3019.785
EC:4.94.11.966,6754.598,5099.63,439.635,757.665,4036.063,0,6396.412,1953.85,1861.691,4331.419,4802.658,8265.671,1342.323,1171.723,2338.715,5605.936,1921.264,1390.956,3789.624,2404.522,3801.046,6238.408,5676.457,3090.427,1207.921,2851.019,4408.174,564.83,1053.707
EC:5.3.24.562,4079.967,5343.189,1207.732,1480.901,4217.611,0,4945.198,2401.741,3513.182,4096.129,3299.866,468.647,3463.485,3536.166,3791.577,3438.63,6290.665,5720.497,2410.015,1502.654,2606.197,5263.623,4778.852,4674.736,2564.552,5651.137,2838.881,6892.827,4843.961
EC:2.91.42.247,2067.676,1718.296,3303.428,4180.881,3760.903,3718.193,932.724,3192.076,1131.817,7698.874,5751.308,0,2040.242,1776.849,2902.944,5542.223,1100.476,2328.887,4119.734,3520.055,4728.502,3484.627,5000.966,3315.185,2041.27,3226.451,672.196,2808.69,2119.817
EC:3.67.91.523,25.851,3532.371,0,2634.83,4016.708,0,4107.529,3109.029,1874.775,6837.487,1526.469,3164.974,1195.325,372.336,4536.903,3456.931,3130.233,6607.94,5347.505,0,3071.028,1212.46,3991.659,7062.003,0,4007.718,3344.088,3147.052,2986.557
EC:4.5.36.439,1108.165,3337.765,2665.262,5202.001,3593.059,1534.224,2262.123,3401.029,2857.66,4673.289,0,2656.442,1517.877,5256.315,1524.797,3955.623,1655.911,23.47,3171.676,3103.457,4468.188,5857.924,274.297,3354.917,0,2614.365,0,1888.85,2331.358
EC:4.49.68.432,2888.245,3702.792,6525.186,2260.509,2259.98,606.989,3842.234,5213.913,3031.319,3464.683,1652.901,4108.756,909.479,0,4230.012,0,5074.729,1414.342,2133.032,4302.807,3278.796,5527.998,4155.369,4211.166,947.589,5220.033,3648.784,2167.37,4925.352
EC:1.50.68.992,4768.152,1415.623,0,0,351.092,3727.109,2885.002,1229.881,4471.151,6425.746,4502.595,6433.547,1633.675,0,2246.309,3650.19,4411.189,5213.702,6978.491,2740.284,4262.187,0,4052.022,513.262,5616.819,3470.172,0,1790.19,1310.449
EC:6.19.25.665,5993.001,1992.767,4577.353,4897.098,0,3318.094,7795.101,3926.766,5873.011,0,2081.137,2708.82,3664.717,0,2562.248,5303.082,125.224,1726.991,4108.046,3640.193,2532.465,194.293,2425.11,3851.509,1779.91,3023.416,3757.628,3861.063,2233.11
EC:1.3.69.523,3664.384,3711.881,2777.662,0,3513.578,3798.349,4912.538,3490.371,2912.523,4806.543,442.121,0,2916.75,0,4859.56,2887.536,3988.689,1584.339,4884.547,3444.69,6794.988,7698.602,4127.154,156.923,4355.049,3779.129,0,505.177,4082.201
EC:5.16.64.766,5195.382,1255.517,1907.328,904.571,2454.835,2648.632,3530.619,2914.068,5018.674,5245.929,1897.426,2110.752,1576.645,0,4690.147,2116.162,1806.101,4191.039,5089.456,3196.253,3652.001,6607.3,3708.503,5174.081,0,5451.774,3276.545,598.463,5140.155
EC:2.50.66.869,2516.657,4455.092,3338.596,0,1891.047,1584.341,32.626,2449.73,449.152,4450.709,3549.451,1114.531,3398.49,4312.114,4149.606,2667.314,0,3775.474,4203.514,2351.88,4903.528,5474.766,5883.025,0,4900.074,4664.597,5442.746,1949.119,4050.603
EC:1.11.88.659,6648.474,4045.395,2866.182,4738.844,6143.316,8101.83,4413.471,2656.515,5395.219,1286.825,1718.632,3918.454,1682.196,6070.68,4172.816,3601.809,4692.861,1419.559,6007.337,865.604,6074.07,1161.79,6022.924,4569.492,3618.224,6044.791,692.793,5913.056,2224.938
EC:5.8.65.671,8588.111,1884.236,1706.907,6191.115,3560.4,2618.381,4013.558,5964.351,4273.175,782.592,3497.712,4907.588,1650.778,2778.177,7457.32,175.62,4002.859,0,5135.16,569.514,1662.875,7750.175,3872.044,1313.985,5277.509,1278.236,2679.02,2790.405,6791.97
EC:4.5.55.236,4594.169,2849.813,2699.872,2827.942,1184.439,5342.424,3427.663,9550.174,3372.587,3800.823,6699.487,2458.64,625.712,4875.379,4003.341,1319.765,3067.218,6161.414,5124.319,709.174,1532.192,2286.224,3088.139,4001.128,1609.627,4086.842,1249.526,3980.141,3770.651
EC:5.87.37.136,2285.526,1327.854,714.862,565.987,235.705,1313.576,2369.739,570.487,4422.962,5145.641,2864.372,6993.013,1717.013,3433.134,0,5337.183,2809.346,4243.536,0,4639.48,683.472,1688.127,1369.487,3779.246,524.489,3379.951,1882.829,2137.252,4224.38
EC:6.85.1.906,3347.676,1992.038,7928.312,2573.476,3778.096,7276.998,6811.957,2801.962,2223.577,4354.394,4701.078,2635.077,6314.634,4399.588,1917.246,2345.445,1986.573,4954.385,0,2804.764,0,5739.159,3485.303,1480.124,2601.393,4124.147,3086.347,851.18,8100.095
EC:1.68.69.294,5885.832,2187.116,2305.742,1814.617,5003.416,2986.778,3522.098,3280.573,4590.415,391.589,4732.62,968.847,6206.21,275.613,5213.594,6473.298,4691.434,0,0,3771.724,1541.961,2661.024,4260.917,2229.95,0,2552.93,3195.166,3690.676,1963.623
EC:1.72.65.883,2349.511,5798.307,4456.678,3223.143,2614.062,2453.264,2357.811,4212.178,1334.72,3879.248,8451.71,750.337,4388.873,5798.762,4182.129,2300.513,1348.337,2744.952,2491.002,3809.491,5817.649,2367.822,1959.786,4726.322,1826.421,1558.164,4409.729,499.834,2553.627
EC:3.90.35.169,6685.042,2731.748,4904.481,1686.128,0,5497.492,4518.835,5719.957,0,5640.958,0,2752.334,2292.556,5453.535,4413.127,1611.715,4834.726,273.111,2884.152,3988.996,0,4188.315,2264.473,4400.692,0,6154.14,4702.164,3369.666,6186.128
EC:2.88.39.4,4929.5,3470.487,0,6384.163,3146.813,3059.019,2868.388,630.04,794.98,2095.526,0,2358.161,2750.918,3848.017,4145.073,2333.971,3215.679,4326.886,595.762,1534.524,3266.389,1670.786,6204.761,0,4192.377,2148.037,1459.939,4558.046,2966.874
EC:5.43.90.536,5008.884,3800.557,2225.212,0,5965.25,4469.471,0,3574.345,2012.237,2681.277,1234.233,3338.759,4697.442,1825.742,7988.201,1742.581,9.487,3747.188,315.846,5007.601,3222.848,1912.104,8458.733,80.338,2987.47,2463.451,285.08,4766.725,4878.898
EC:2.37.83.331,2729.622,3881.759,2148.934,2576.969,4542.339,4329.486,3578.689,1052.784,3214.31,0,0,3159.334,2219.766,0,3929.485,3407.163,5248.015,5026.476,3030.989,2297.434,4720.476,5306.899,4764.195,4355.608,2284.6,2570.88,3883.331,3175.68,3290.875
EC:2.63.91.778,366.862,0,957.299,2603.429,490.366,3134.609,3303.693,5823.282,5381.044,4162.321,2701.842,3695.969,1788.234,0,3524.749,2268.457,4024.835,1207.627,1501.769,5749.006,1612.119,4821.479,4059.701,3217.106,2221.498,4976.845,5383.367,2496.276,5411.182
EC:1.80.79.886,1073.652,5741.051,7512.969,2130.596,4108.621,976.37,1006.834,770.357,0,7780.686,2996.364,1887.149,5269.342,2236.786,6589.306,2326.484,5761.88,3781.261,3944.783,1990.443,1527.057,4266.041,5471.085,2631.725,628.352,3321.563,726.677,6137.148,3101.056
EC:5.54.2.415,2747.006,8454.536,2138.617,3311.152,3232.067,449.587,1666.609,2649.72,3288.91,453.331,2474.334,1765.117,1859.75,1760.532,3843.216,4597.371,5239.035,760.604,3656.613,0,0,2258.975,518.98,3962.196,3964.145,3135.693,2608.147,1914.589,3566.63
EC:3.46.48.492,5780.179,5290.232,4278.354,2290.625,2806.614,1902.725,3095.07,945.466,1494.043,2015.583,0,4315.62,1616.527,5106.677,4026.969,2009.418,3118.642,1026.473,103.434,2864.889,2396.404,1240.009,1610.647,474.789,3597.263,3523.833,0,2167.372,2591.794
EC:6.8.59.197,2863.011,6272.41,1689.273,1915.924,2780.238,4074.833,3546.956,7075.246,469.333,2672.157,3152.637,0,5606.219,1855.321,1297.168,5301.851,2669.571,6427.041,3722.299,414.587,2358.273,5266.353,0,2723.997,3287.011,795.699,5483.925,1820.233,4674.58
EC:1.73.32.64,3667.096,2006.249,6729.945,3986.197,3603.527,7186.994,7534.843,2645.884,2092.849,4733.545,92.206,3000.057,2647.622,2169.051,3647.847,2751.462,3540.802,3549.167,764.208,4195.944,7014.177,1457.344,3902.876,599.474,1127.334,4517.303,5312.472,2961.741,1752.748
EC:2.5.92.463,4134.282,1404.785,5099.325,1147.816,1142.71,2591.885,2216.643,3788.642,9078.433,0,5682.272,0,3621.5,1906.316,3426.271,3874.104,5244.588,2291.441,2217.604,3029.775,7228.257,4297.469,5043.444,2681.639,2810.043,2389.113,4956.591,5331.691,3171.294
EC:3.83.42.217,4706.307,2676.373,3637.503,4324.929,2065.645,3090.743,2578.882,3131.847,3007.209,816.24,8720.814,5891.824,2680.624,3058.137,93.472,6647.775,3451.83,3791.518,0,4695.723,5143.873,1626.84,2190.07,3474.886,2404.563,2048.511,0,4312.609,2932.326
EC:2.73.11.985,1703.687,0,2452.571,5316.096,502.848,1790.293,6319.434,924.988,2402.968,2397.21,2964.512,2930.122,3824.157,2693.944,2838.586,414.91,2789.263,819.888,1371.919,1011.573,1219.508,0,3720.474,4122.225,0,2896.599,5404.256,556.023,1685.616
